2024-02-28 17:29:33,993 INFO    StreamThr :159139 [internal.py:wandb_internal():86] W&B internal server running at pid: 159139, started at: 2024-02-28 17:29:33.991492
2024-02-28 17:29:33,997 DEBUG   HandlerThread:159139 [handler.py:handle_request():144] handle_request: status
2024-02-28 17:29:34,000 INFO    WriterThread:159139 [datastore.py:open_for_write():85] open: wandb/wandb/run-20240228_172933-jmvvz0b0/run-jmvvz0b0.wandb
2024-02-28 17:29:34,013 DEBUG   SenderThread:159139 [sender.py:send():369] send: header
2024-02-28 17:29:34,033 DEBUG   SenderThread:159139 [sender.py:send():369] send: run
2024-02-28 17:29:34,043 INFO    SenderThread:159139 [sender.py:_maybe_setup_resume():737] checking resume status for None/Cirrus_0/jmvvz0b0
2024-02-28 17:29:34,424 INFO    SenderThread:159139 [dir_watcher.py:__init__():211] watching files in: wandb/wandb/run-20240228_172933-jmvvz0b0/files
2024-02-28 17:29:34,425 INFO    SenderThread:159139 [sender.py:_start_run_threads():1100] run started: jmvvz0b0 with start time 1709159373.98644
2024-02-28 17:29:34,433 DEBUG   SenderThread:159139 [sender.py:send_request():396] send_request: summary_record
2024-02-28 17:29:34,435 INFO    SenderThread:159139 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-02-28 17:29:34,447 DEBUG   HandlerThread:159139 [handler.py:handle_request():144] handle_request: check_version
2024-02-28 17:29:34,448 DEBUG   SenderThread:159139 [sender.py:send_request():396] send_request: check_version
2024-02-28 17:29:34,581 DEBUG   HandlerThread:159139 [handler.py:handle_request():144] handle_request: run_start
2024-02-28 17:29:34,603 DEBUG   HandlerThread:159139 [system_info.py:__init__():31] System info init
2024-02-28 17:29:34,603 DEBUG   HandlerThread:159139 [system_info.py:__init__():46] System info init done
2024-02-28 17:29:34,603 INFO    HandlerThread:159139 [system_monitor.py:start():181] Starting system monitor
2024-02-28 17:29:34,604 INFO    SystemMonitor:159139 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-02-28 17:29:34,605 INFO    HandlerThread:159139 [system_monitor.py:probe():201] Collecting system info
2024-02-28 17:29:34,606 INFO    SystemMonitor:159139 [interfaces.py:start():190] Started cpu monitoring
2024-02-28 17:29:34,608 INFO    SystemMonitor:159139 [interfaces.py:start():190] Started disk monitoring
2024-02-28 17:29:34,611 INFO    SystemMonitor:159139 [interfaces.py:start():190] Started gpu monitoring
2024-02-28 17:29:34,613 INFO    SystemMonitor:159139 [interfaces.py:start():190] Started memory monitoring
2024-02-28 17:29:34,615 INFO    SystemMonitor:159139 [interfaces.py:start():190] Started network monitoring
2024-02-28 17:29:34,639 DEBUG   HandlerThread:159139 [system_info.py:probe():195] Probing system
2024-02-28 17:29:34,653 DEBUG   HandlerThread:159139 [system_info.py:_probe_git():180] Probing git
2024-02-28 17:29:34,685 DEBUG   HandlerThread:159139 [system_info.py:_probe_git():188] Probing git done
2024-02-28 17:29:34,685 DEBUG   HandlerThread:159139 [system_info.py:probe():240] Probing system done
